,internal_id,uniprot_id,external_id
581,wcaI,P32057,yefD b2050 JW2035
582,ybhB,P12994,b0773 JW0756
583,ybjI,P75809,b0844 JW5113
584,ybjO,P0AAZ0,b0858 JW0842
585,yagG,P75683,b0270 JW0263
586,yacL,P0A8E5,b0119 JW0115
587,ybaV,P0AAR8,b0442 JW0432
588,ybdD,P0AAS9,b4512 JW0591
589,yadW,P0DPM7,b4728
590,ybdZ,P18393,b4511 JW0577
591,yfcG,P77526,b2302 JW2299
592,ylaC,P0AAS0,b0458 JW5063
593,yfeX,P76536,b2431 JW2424
594,nlpD,P0ADA3,b2742 JW2712
595,nimT,P76242,yeaN b1791 JW1780
596,yceF,P0A729,b1087 JW5155
597,prlC,P27298,opdA b3498 JW3465
598,rfaL,P27243,waaL b3622 JW3597
599,rpmA,P0A7L8,b3185 JW3152
600,rsmI,P67087,yraL b3146 JW3115
601,sapC,P0AGH5,b1292 JW1285
602,setC,P31436,yicK b3659 JW3633
603,nuoM,P0AFE8,b2277 JW2272
604,ptsA,P32670,frwA yijH b3947 JW5555
605,qmcA,P0AA53,ybbK b0489 JW0478
606,rem,P07010,b1561 JW1553
607,rplM,P0AA10,b3231 JW3200
608,stfE,P33227,b1157 JW5172
609,rstA,P52108,urpT b1608 JW1600
610,nanE,P0A761,yhcJ b3223 JW3192
611,pdeI,P75800,yliE b0833 JW0817
612,rpmC,P0A7M6,b3312 JW3274
613,rpe,P0AG07,dod yhfD b3386 JW3349
614,rpsQ,P0AG63,neaA b3311 JW3273
615,sopB,P62558,B ECOK12F047
616,greA,P0A6W5,b3181 JW3148
617,hemW,P52062,yggW b2955 JW2922
618,mdoB,P39401,opgB yjjO b4359 JW5794
619,ogrK,P37057,b2082 JW2067
620,paaE,P76081,ydbR b1392 JW1387
621,rnhB,P10442,b0183 JW0178
622,rpsR,P0A7T7,b4202 JW4160
623,rutE,P75894,ycdI b1008 JW0993
624,mtr,P0AAD2,b3161 JW3130
625,nfi,P68739,yjaF b3998 JW5547
626,nrfF,P32711,yjcM b4075 JW4036
627,rodZ,P27434,yfgA b2516 JW2500
628,frr,P0A805,rrf b0172 JW0167
629,rzoD,P58041,b4510 JW5080
630,prlF,P15373,sohA b3129 JW3098
631,ptrB,P24555,tlp b1845 JW1834
632,fruA,P20966,ptsF b2167 JW2154
633,gatA,P69828,b2094 JW2078/JW2081
634,rbsD,P04982,b3748 JW5857
635,recO,P0A7H3,b2565 JW2549
636,recN,P05824,radB b2616 JW5416
637,ratB,P52119,pasI yfjF b2618 JW2599
638,repE,P03856,E rep ECOK12F045
639,rlmI,P75876,yccW b0967 JW5898
640,ruvA,P0A809,b1861 JW1850
641,rsxG,P77285,rnfG ydgP b1631 JW1623
642,satP,P0AC98,yaaH b0010 JW0009
643,rclR,P77379,ykgD b0305 JW0298
644,rfbX,P37746,wzx b2037 JW2022
645,rsxA,P0A766,rnfA ydgL b1627 JW1619
646,murP,P77272,yfeV b2429 JW2422
647,ppsR,P0A8A4,ydiA b1703 JW1693
648,rcnA,P76425,yohM b2106 JW2093
649,rimK,P0C0U4,b0852 JW0836
650,rfc,P37748,yefF b2035 JW2020
651,ribE,P61714,ribH ybaF b0415 JW0405
652,nrdF,P37146,ygaD b2676 JW2651
653,rph,P0CG19,orfE b3643 JW3618
654,pheP,P24207,b0576 JW0565
655,pphC,P76395,yegK b2072 JW2057
656,quuD,Q47274,ybcQ b0551 JW0539
657,rlmG,P42596,ygjO b3084 JW5513
658,rseD,P0DPC7,orf51 b4725
659,yihU,P0A9V8,b3882 JW3853
660,yihV,P32143,b3883 JW5568
661,sthA,P27306,sth udhA b3962 JW5551
662,mdoH,P62517,opgH b1049 JW1037
663,phnG,P16685,b4101 JW4062
664,pncB,P18133,b0931 JW0914
665,pstC,P0AGH8,phoW b3727 JW3705
666,recT,P33228,b1349 JW1343
667,nrdE,P39452,b2675 JW2650
668,rraA,P0A8R0,menG yiiV b3929 JW3900
669,ilvG,P0DP89,b4488 b3767 P0DP90
670,mdtI,P69210,ydgE b1599 JW1591
671,idlP,P0DPC6,orf27 b4722
672,lhgD,P37339,lhgO ygaF b2660 JW2635
673,msrQ,P76343,yedZ b1972 JW1955
674,pntB,P0AB67,b1602 JW1594
675,ppdD,P36647,b0108 JW0104
676,potB,P0AFK4,b1125 JW1111
677,lsrF,P76143,yneB b1517 JW1510
678,miaB,P0AEI1,yleA b0661 JW0658
679,nagC,P0AF20,nagR b0676 JW0662
680,nuoH,P0AFD4,b2282 JW2277
681,hicA,P76106,yncN b4532 JW5230
682,hscA,P0A6Z1,hsc b2526 JW2510
683,ilvH,P00894,brnP b0078 JW0077
684,malZ,P21517,b0403 JW0393
685,infA,P69222,b0884 JW0867
686,JW5935,P0CE63,JW5935
687,ilvX,C1P619,b4669 JW3740.1
688,kbp,P0ADE6,ygaU yzzM b2665 JW2640
689,mlc,P50456,b1594 JW1586
690,msyB,P25738,b1051 JW1039
691,metB,P00935,b3939 JW3910
692,mreC,P16926,b3250 JW3219
693,nrfB,P0ABL1,yjcI b4071 JW4032
694,ompL,P76773,yshA b3875 JW3846
695,phoR,P08400,nmpB b0400 JW0390
696,yggS,P67080,b2951 JW2918
697,gspF,P41441,hofF hopF b3327 JW3289
698,hdeA,P0AES9,yhhC yhiB b3510 JW3478
699,iclR,P16528,b4018 JW3978
700,insH11,P0CE58,b3505 JW3472
701,ompX,P0A917,ybiG b0814 JW0799
702,hcaC,P0ABW0,hcaA3 phdB yfhW b2540 JW2524
703,hcaF,Q47140,digB hcaA2 hcaB phdC2 yfhV b2539 JW2523
704,hexR,P46118,yebK b1853 JW1842
705,kefG,P0A756,yheR b3351 JW3314
706,mcrB,P15005,rglB b4346 JW5871 A0A7H2C770 ECK4336 rglB b4346
707,pifC,P10030,C repC ECOK12F041
708,nudJ,P0AEI6,ymfB b1134 JW1120
709,nusB,P0A780,groNB ssyB b0416 JW0406
710,pgaA,P69434,ycdS b1024 JW1010
711,hcaE,P0ABR5,digA hcaA hcaA1 phdC1 yfhU b2538 JW2522
712,hokE,P77091,ybdY b4415 JW5084
713,intE,P75969,ycfI b1140 JW1126
714,insB2,P0CF26,b0264 JW0256
715,insC7,P0CF46,ybiA yuaJ ECOK12F021
716,insA8,P0CF13,JW2286
717,insC1,P0CF40,b0360 JW0351
718,insC2,P0CF41,b1403 JW1400
719,insD2,P0CF54,b1402 JW1397
720,lpoA,P45464,yraM b3147 JW3116
721,mukF,P60293,kicB b0922 JW0905
722,gsiC,P75798,yliC b0831 JW0815
723,gspO,P25960,hofD hopD hopO yheC b3335 JW3297
724,lrhA,P36771,genR b2289 JW2284
725,lsrD,P0AFS1,ydeZ b1515 JW1508
726,livG,P0A9S7,b3455 JW3420
727,lsrB,P76142,yneA b1516 JW1509
728,livK,P04816,b3458 JW3423
729,lysP,P25737,cadR b2156 JW2143
730,tap,P07018,b1885 JW1874
731,marB,P31121,b1532 JW1525
732,marC,P0AEY1,ydeB ydeC b1529 JW1522
733,nrdR,P0A8D0,ybaD b0413 JW0403
734,mgtL,E2JKY7,b4702 JW4200.1
735,mdtJ,P69212,ydgF b1600 JW1592
736,mdoG,P33136,opgG b1048 JW1035
737,osmC,P0C0L2,b1482 JW1477
738,nuoI,P0AFD6,b2281 JW2276
739,phnI,P16687,b4099 JW4060
740,mcbR,P76114,yncC b1450 JW1445
741,aceB,P08997,mas b4014 JW3974
742,nadB,P10902,nicB b2574 JW2558
743,nikA,P33590,b3476 JW3441
744,paoD,P77183,yagQ b0283 JW0277
745,paaA,P76077,ydbO b1388 JW1383
746,paaK,P76085,b1398 JW5218
747,pqiC,P0AB10,ymbA b0952 JW5127
748,mhpT,P77589,yaiK b0353 JW5046
749,narQ,P27896,b2469 JW2453
750,nikC,P0AFA9,b3478 JW3443
751,rpsF,P02358,b4200 JW4158
752,nikB,P33591,b3477 JW3442
753,pdhR,P0ACL9,aceC genA yacB b0113 JW0109
754,panZ,P37613,panM yhhK b3459 JW3424
755,glgP,P0AC86,glgY b3428 JW3391
756,perR,Q57083,b0254 JW0244
757,pmrD,P37590,b2259 JW2254
758,priB,P07013,b4201 JW4159
759,glvC,P31452,ptiC b3683 JW3660
760,rclA,P77212,ykgC b0304 JW5040
761,rcbA,P33230,ydaC b1347 JW1341
762,recE,P15032,b1350 JW1344
763,ratA,P0AGL5,pasT yfjG b2619 JW2600
764,rplT,P0A7L3,pdzA b1716 JW1706
765,rfbB,P37759,rmlB b2041 JW2026
766,rpiR,P0ACS7,alsR yjcY b4089 JW4050
767,narL,P0AF28,frdR b1221 JW1212
768,narJ,P0AF26,b1226 JW1217
769,nimR,P76241,yeaM b1790 JW1779
770,osmB,P0ADA7,b1283 JW1275
771,pstS,P0AG82,phoS b3728 JW3706
772,purK,P09029,b0522 JW0511
773,qseC,P40719,ygiY b3026 JW2994
774,racR,P76062,ydaR b1356 JW1351
775,rfaJ,P27129,waaJ b3626 JW3601
776,ribC,P0AFU8,ribE b1662 JW1654
777,lptE,P0ADC1,rlpB b0641 JW0636
778,mbiA,P28697,htgA htpY b0012 JW5001
779,mepS,P0AFV4,spr yeiV b2175 JW2163
780,mgtS,A5A616,yneM b4599 JW1527.1
781,rhtB,P0AG34,yigK b3824 JW5585
782,otsB,P31678,b1897 JW1886
783,qorB,P39315,qor2 ytfG b4211 JW4169
784,rnlA,P52129,std yfjN b2630 JW2611
785,rbsC,P0AGI1,b3750 JW3729
786,prfB,P07012,supK b2891 JW5847
787,rplQ,P0AG44,b3294 JW3256
788,hokD,P0ACG6,relF b1562 JW1554
789,JW5933,P0CF64,JW5933
790,mlaC,P0ADV7,yrbC b3192 JW3159
791,phnO,P16691,b4093 JW4054
792,rlmB,P63177,yjfH b4180 JW4138
793,rplC,P60438,b3320 JW3282
794,rpsS,P0A7U3,b3316 JW3278
795,mlaD,P64604,yrbD b3193 JW3160
796,murF,P11880,mra b0086 JW0084
797,pncA,P21369,nam ydjB b1768 JW1757
798,pqqL,P31828,yddC b1494 JW1489
799,fryA,P77439,ypdD b2383 JW2380
800,agaV,P42904,yhaY b3133 JW3102
801,purM,P08178,purG b2499 JW2484
802,purE,P0AG18,b0523 JW0512
803,ralR,P33229,lar ral ydaB b1348 JW5208
804,rplS,P0A7K6,b2606 JW2587
805,rpmE,P0A7M9,b3936 JW3907
806,rfbD,P37760,rmlD b2040 JW2025
807,chbC,P17334,celB b1737 JW1726
808,rfaY,P27240,waaY b3625 JW3600
809,rluB,P37765,yciL b1269 JW1261
810,treC,P28904,olgH b4239 JW4198
811,cysS,P21888,b0526 JW0515
812,syd,P0A8U0,ydr b2793 JW2764
813,tas,P0A9T4,ygdS b2834 JW2802
814,thiL,P0AGG0,b0417 JW0407
815,wbbJ,P37750,yefH b2033 JW2018
816,ybgP,P75749,b0717 JW0707
817,ybiU,P75791,b0821 JW0805
818,ycbF,P40876,b0944 JW5124
819,ybeR,P77627,b0645 JW0640
820,yafV,Q47679,b0219 JW5019
821,ybdF,P0AAT2,b0579 JW5083
822,yfcL,P64540,b2325 JW2322
823,yfcP,P76499,b2333 JW2330
824,ylcJ,P0DPN3,b4733
825,ydhT,P77147,b1669 JW1659
826,yfeR,P0ACR7,b2409 JW2400
827,yfbN,P76484,b2273 JW2268
828,ygiV,Q46866,b3023 JW5502
829,ygiQ,Q46861,ygiR b4469 JW5501
830,ygiD,P24197,b3039 JW3007
831,yijF,P32668,b3944 JW3916
832,ymdE,Q7DFV4,b1028
833,yfhR,P77538,b2534 JW2518
834,ymfN,P75978,b1149 JW1135
835,yddB,P31827,b1495 JW1490
836,ydeE,P31126,ydeF b1534 JW1527
837,yejL,P0AD24,b2187 JW2175
838,yejF,P33916,b2180 JW2168
839,rpmF,P0A7N4,b1089 JW1075
840,rnk,P0AFW4,b0610 JW0602
841,rpoZ,P0A800,b3649 JW3624
842,yfiC,P31825,b2575 JW2559
843,ucpA,P37440,yfeF b2426 JW5394
844,wbbI,P37749,yefG b2034 JW2019
845,ybiS,P0AAX8,b0819 JW0803
846,yafE,P30866,b0210 JW0200
847,ybeL,P0AAT9,b0643 JW0638
848,yabP,P39220,b4659 JW0055 b0056
849,ybeQ,P77234,b0644 JW5091
850,ydeR,P77294,b1503 JW1497
851,yhbE,P0AA73,b3184 JW3151
852,ydfB,P29009,b1572 JW1564
853,yhcA,P28722,b3215 JW3182
854,yghX,Q7DFU6,yghY b4658 JW5926/JW5496 b2999 b3000
855,ygaZ,P76630,b2682 JW2657
856,yeiB,P25747,b2152 JW2139
857,ygdB,P08370,b2824 JW5450
858,yeaH,P76235,b1784 JW1773
859,ygcN,Q46904,b2766 JW2736
860,yiaM,P37674,b3577 JW3549
861,yhgN,P67143,b3434 JW3397
862,yjhP,P39367,b4306 JW4268
863,ycfP,P0A8E1,b1108 JW5158
864,yqfE,P64562,b2915 JW2882
865,yqfG,C1P614,b4684 JW5470.1
866,thiS,O32583,thiG1 b4407 JW3955
867,yggC,P11664,b2928 JW2895
868,yidK,P31448,b3679 JW3655
869,ydhF,P76187,b1647 JW1639
870,yhdJ,P28638,b3262 JW5543
871,ydiM,P76197,b1690 JW1680
872,ylbE,P77129,b4572 b0519
873,yfbP,P76486,b2275 JW2270
874,yhdW,P45766,b3268 JW3236
875,ygiL,P39834,b3043 JW3011
876,yehX,P33360,b2129 JW2117
877,ycjD,P45736,b1289 JW1282
878,yfjZ,P52141,b2645 JW2626
879,ycjR,P76044,b1314 JW5202
880,yiaW,P0ADK4,b3587 JW3559
881,ykfF,P75677,b0249 JW5023
882,ykfG,Q47685,b0247 JW0236
883,yecN,P64515,b1869 JW5308
884,yeeL,P76349,b4497 b1979/b1980
885,yjiJ,P39381,b4332 JW4295
886,yihI,P0A8H6,b3866 JW3837
887,yihP,P32137,b3877 JW3848
888,yjfM,P39295,b4185 JW4143
889,yhhL,P37614,b3466 JW5683
890,yhhH,P28911,b3483 JW3449
891,ycfS,P75954,b1113 JW5820
892,zraR,P14375,hydG b4004 JW3968
893,phnH,P16686,b4100 JW4061
894,pmbA,P0AFK0,tldE b4235 JW4194
895,pgsA,P0ABF8,b1912 JW1897
896,potH,P31135,b0856 JW0840
897,udp,P12758,b3831 JW3808
898,wcaM,P71244,yefK b2043 JW2028
899,ybhS,P0AFQ2,b0793 JW0777
900,ybaE,P46890,b0445 JW0435
901,ydgJ,P77376,b1624 JW5265
902,yfeC,P0AD37,b2398 JW2393
903,ydhU,P77409,b1670 JW1660
904,yfhG,P0AD44,b2555 JW2539
905,yijE,P0ABT8,b3943 JW5557
906,yghD,Q46832,ecfC b2968 JW2935
907,yhbW,P0ADV5,b3160 JW3129
908,yegI,P76393,b2070 JW2055
909,yddJ,P76122,b1470 JW1466
910,ygcG,P55140,b2778 JW5445
911,ydcD,P31991,b1457 JW1452
912,ydcY,P64455,b1446 JW1441
913,yddL,P77519,b1472 JW1468
914,yejA,P33913,b2177 JW2165
915,ykgF,P77536,b0307 JW0300
916,yeaL,P0ACY6,b1789 JW1778
917,yecF,P0AD07,b1915 JW1900
918,yebT,P76272,b1834 JW1823
919,ychJ,P37052,b1233 JW1221
920,yjfJ,P0AF78,b4182 JW4140
921,zapB,P0AF36,yiiU b3928 JW3899
922,yojI,P33941,yojJ b2211 JW2199
923,yohK,P0AD19,b2142 JW2130
924,ygdR,P65294,b2833 JW2801
925,ydcA,P0ACW4,b1419 JW1416
926,ybbY,P77328,glxB4 b0513 JW0501
927,ybfO,P77779,b0703 JW0692
928,ybcM,P77634,b0546 JW0534
929,ybcO,P68661,b0549 JW0537
930,ycjN,P76042,b1310 JW1303
931,ydaU,P76065,b1359 JW1354
932,ycjW,P77615,b1320 JW1313
933,yciT,P76034,b1284 JW1276
934,yiaV,P37683,b3586 JW3558
935,ycjV,P77481,ymjB b4524 JW1311/JW5203 b1318
936,ygcU,Q46911,ygcT ygcV b4463 JW5442
937,yieP,P31475,b3755 JW5608
938,ykfA,P75678,b0253 JW0243
939,yibF,P0ACA1,b3592 JW3565
940,yiiR,P0AF34,b3921 JW3892
941,yhhJ,P0AGH1,b3485 JW5677
942,yjaH,P32681,b4001 JW3965
943,yjjY,P0ADD9,b4402 JW4365
944,ycfL,P75946,b1104 JW1090
945,yhjB,P37640,b3520 JW3488
946,yuaY,Q9JMR6,yebB ECOK12F039
947,yqhC,Q46855,b3010 JW5849
948,yraI,P42914,b3143 JW3112
949,ysdD,P0DPP8,b4757
950,ypdI,O32528,b2376 JW2373
951,yncL,A5A615,b4598 JW1439.1
952,yncO,P0DPO5,b4745
953,yneP,P0DPO7,b4747
954,xanP,P0AGM9,yicE b3654 JW3629
955,wcaE,P71239,b2055 JW2040
956,ybhM,P75769,b0787 JW0770
957,yagU,P0AAA1,b0287 JW0281
958,ybjS,P75821,b0868 JW5819
959,yahL,P77393,b0326 JW0318
960,ycdY,P75915,b1035 JW1018
961,ybaK,P0AAR3,b0481 JW0470
962,yacM,P0DPM6,b4727
963,yadL,P37017,b0137 JW0133
964,yghA,P0AG84,b3003 JW2972
965,yfdT,P76516,b2363 JW5887
966,yhdP,P46474,yhdQ yhdR b4472 JW5542
967,yffL,P76543,b2443
968,ymfI,P75972,b1143 JW5168
969,ydaW,P76066,b1361 JW5211
970,ydcV,P0AFR9,b1443 JW1438
971,ymfE,P75968,b1138 JW5166
972,ycjY,P76049,b1327 JW5804
973,ydeJ,P31131,b1537 JW1530
974,ydcO,P76103,b1433 JW5229
975,yeiW,P0AFT8,b4502 JW5361
976,yicG,P0AGM2,b3646 JW3621
977,ymjD,P0CD93,b4673 JW5960.1
978,yifN,P56259,b3777 JW3749 b3776
979,yjfK,P39293,b4183 JW4141
980,yjbE,P0AF45,b4026 JW3986
981,yjdC,P0ACU7,cutA3 b4135 JW5733
982,yqgF,P0A8I1,ruvX b2949 JW2916
983,yphC,P77360,b2545 JW5842
984,ynfT,P0DPO8,ynfQ b4748
985,ynjF,P76226,b1758 JW1747
986,traS,P09129,ECOK12F100
987,xylG,P37388,b3567 JW3539
988,yajC,P0ADZ7,b0407 JW0397
989,yajI,P46122,b0412 JW5056
990,yagA,P37007,b0267 JW0260
991,yafT,P77339,b0217 JW0206
992,yahB,P77700,b0316 JW0308
993,yaeI,P37049,b0164 JW5014
994,yafX,P75676,b0248 JW5022
995,yagP,P75684,b4695 JW0276
996,ybeU,P77427,b0648 JW0643
997,yacH,P36682,b0117 JW0113
998,ybaT,P77400,b0486 JW0475
999,ydfE,Q47138,b1577 JW1568
1000,ydhR,P0ACX3,b1667 JW1657
1001,yidP,P31453,b3684 JW3661
1002,ydiK,P0AFS7,b1688 JW1678
1003,ylcG,Q47272,b4509 JW5076
1004,yfjW,P52138,b2642 JW2623
1005,yegW,P0ACM5,b2101 JW2088
1006,yghS,Q46843,b2985 JW5491
1007,ydcF,P34209,b1414 JW1411
1008,yfhH,P37767,b2561 JW2545
1009,ydcZ,P76111,b1447 JW1442
1010,yfjD,P37908,ypjE b4461 JW5415 b2612/b2613
1011,yehL,P33348,b2119 JW5349
1012,ykfH,Q9XB42,b4504 JW5956
1013,yjiM,P39384,b4335 JW5786
1014,yjjB,P0ADD2,b4363 JW4327
1015,ycfH,P0AFQ7,b1100 JW1086
1016,yjdI,P0AF59,b4126 JW4087
1017,yjcZ,P39267,b4110 JW5729
1018,ychO,P39165,ychP b1220 JW1211
1019,yjeO,P39284,b4158 JW4119
1020,ychS,P76023,b1228 JW5881
1021,yjbQ,P0AF48,b4056 JW4017
1022,yiiM,P32157,b3910 JW5559
1023,ycgB,P29013,b1188 JW1177
1024,nirB,P08201,b3365 JW3328
1025,norR,P37013,ygaA b2709 JW5843
1026,phnP,P16692,b4092 JW4053
1027,trbE,Q05807,ECOK12F090
1028,ulaC,P69820,ptxA sgaA yjfU b4195 JW4153
1029,ubiH,P25534,visB b2907 JW2875
1030,tusC,P45531,yheM b3344 JW3306
1031,ubiF,P75728,yleB b0662 JW0659
1032,uxuA,P24215,b4322 JW4285
1033,wecH,P37669,yiaH b3561 JW3533
1034,yafF,Q2EEP9,b4503 JW0208
1035,yaiY,P0AAP7,b0379 JW0370
1036,ybaA,P0AAQ6,b0456 JW0445
1037,ybfF,P75736,b0686 JW0673
1038,yeaC,P76231,b1777 JW1766
1039,trbF,P15068,ECOK12F097
1040,yajQ,P0A8E7,b0426 JW5058
1041,ybjH,P0AAY4,b0843 JW0827
1042,yafP,Q47158,b0234 JW0224
1043,yahO,P75694,b0329 JW0321
1044,yadK,P37016,b0136 JW0132
1045,yadI,P36881,b0129 JW0125
1046,yhaV,P64594,b3130 JW3099
1047,ygfK,Q46811,b2878 JW5923
1048,yfdQ,P76513,b2360 JW2357
1049,yfdM,P76509,b2356 JW2352
1050,ydiR,P77378,b1698 JW1688
1051,yfaA,P17994,pufY b2230 JW2224
1052,yfaT,P76466,b2229 JW2223
1053,yfiR,P64548,b2603 JW2584
1054,ydaT,P76064,b1358 JW1353
1055,yhdT,P45566,b3257 JW3225
1056,yehR,P33354,b2123 JW5351
1057,yhaJ,P67660,b3105 JW3076
1058,ydcL,P64451,b1431 JW1427
1059,yibD,P11290,b3615 JW3590
1060,ykgS,P0DPM8,ykgU b4688
1061,ydcS,P76108,b1440 JW1435
1062,yjhE,P39355,b4282
1063,yeeR,P76361,b2001 JW1983
1064,ydjF,P77721,b1770 JW1759
1065,yjiA,P24203,b4352 JW5790
1066,yjbM,P32694,b4048 JW4008
1067,yiiG,P32151,b3896 JW3867
1068,ycgI,P76000,ymgH b4521 JW1162/JW5179 b1173
1069,ycgX,P75988,b1161 JW1148
1070,yjbH,P32689,b4029 JW3989
1071,uspB,P0A8S5,yhiO b3494 JW3461
1072,ybgU,P0DPN5,b4735
1073,ycaQ,P75843,b0916 JW0899
1074,yaaX,P75616,b0005 JW0004
1075,yagE,P75682,b0268 JW0261
1076,ybeM,P0DP64,b4581 JW0621 b0626
1077,ybfG,P37003,b0691 JW5094/JW5095 b0690
1078,ydeS,P77789,b1504 JW1498
1079,ydfZ,P64463,b1541 JW1534
1080,ydfK,P76154,b1544 JW1537
1081,ygiB,P0ADT2,b3037 JW5927
1082,yggU,P52060,b2953 JW5479
1083,ydfD,P29010,b1576 JW1567
1084,yfcA,P0AD30,b2327 JW2324
1085,yffQ,P76548,b2448
1086,yghB,P0AA60,b3009 JW2976
1087,ygiZ,Q46867,b3027 JW2995
1088,yhaH,P64590,b3103 JW3074
1089,yfjJ,P52125,b2626 JW2607
1090,yegJ,P76394,b2071 JW2056
1091,yeaR,P64488,b1797 JW1786
1092,yeeJ,P76347,b1978 JW5833
1093,yiaG,P0A9V5,b3555 JW3524
1094,yjcB,P32700,b4060 JW5718
1095,yedM,P76322,b1935 JW1920
1096,yjbS,P58036,b4621 b4054.1
1097,yihN,P32135,b3874 JW3845
1098,yjiN,P39385,b4336 JW4299
1099,yiiF,P0AFU6,b3890 JW5563
1100,yjjI,P37342,yjjH b4380 JW4343
1101,ycgL,P0AB43,b1179 JW1168
1102,yhgP,P0DSG7,b4789 A0A7H2C795 ECK4646 b4789
1103,yjdP,Q6BEX5,b4487 JW5890
1104,yjiL,P39383,b4334 JW5785
1105,yuaE,Q9JMT5,ybdA ECOK12F014
1106,ytfL,P0AE45,b4218 JW4177
1107,ypfG,P76559,b2466 JW2450
1108,ypjA,P52143,b2647 JW5422
1109,yrbN,C1P618,b4685 JW5531.1
1110,yncG,P76117,b1454 JW1449
1111,yoeF,Q2EES3,b4538 JW5328
1112,yqiD,P0DPP7,b4756
1113,ynaM,P0DPO4,b4744
1114,wcaB,P0ACC9,b2058 JW2043
1115,wcaC,P71237,b2057 JW2042
1116,ybjT,P75822,b0869 JW5116
1117,yafK,P0AA99,b0224 JW0214
1118,ycbU,P75859,b0942 JW0925
1119,yafL,Q47151,b0227 JW0217
1120,yahM,P75692,b0327 JW5044
1121,ybfE,P0AAU7,b0685 JW5816
1122,ybfC,P28915,b0704 JW0693
1123,yadE,P31666,b0130 JW0126
1124,ydgC,P0ACX0,b1607 JW1599
1125,ydgA,P77804,b1614 JW1606
1126,yfcD,P65556,b2299 JW2296
1127,yfdV,P0AA49,b2372 JW2369
1128,ydgV,P0DSF5,b4777 A0A7H2C783 ECK4634 b4777
1129,ygjV,P42603,b3090 JW3061
1130,ydiN,P76198,b1691 JW5274
1131,yhbS,P63417,b3156 JW3125
1132,yfiL,P11289,b2602 JW5412
1133,yciY,A5A613,b4595
1134,ymfQ,P75982,b1153 JW1139
1135,ymfJ,P75973,b1144 JW1130
1136,ydcC,P28917,b1460 JW1455
1137,ygaM,P0ADQ7,b2672 JW2647
1138,ymjA,P0ACV8,b1295 JW1288
1139,yliI,P75804,b0837 JW0821
1140,yddY,P0DPO6,b4746
1141,yedE,P31064,b1929 JW1914
1142,yihM,P32134,b3873 JW3844
1143,yigF,P27842,b3817 JW3790
1144,yjhB,P39352,b4279 JW5768
1145,yjcH,P0AF54,b4068 JW4029
1146,yjcF,P32704,b4066 JW4027
1147,yjbJ,P68206,b4045 JW4005
1148,ydjM,P64481,b1728 JW5281
1149,ybgO,P75748,b0716 JW5098
1150,ybiJ,P0AAX3,b0802 JW0787
1151,ybjM,P64439,b0848 JW0832
1152,yagL,P77607,b0278 JW0272
1153,yacC,P0AA95,b0122 JW0118
1154,ybcV,P77598,b0558 JW5081
1155,yfcC,P39263,b2298 JW2295
1156,ydfX,P76165,b1568 JW1560
1157,yhcD,P45420,b3216 JW3183
1158,ydhS,P77148,b1668 JW1658
1159,yhcC,P0ADW6,b3211 JW3178
1160,ygiW,P0ADU5,b3024 JW2992
1161,ygcW,P76633,b2774 JW5443
1162,ydbA,P33666,b4492 JW5802/JW1402 b1401/b1405
1163,ydaV,P77546,b1360 JW1355
1164,ygcS,Q46909,b2771 JW5845
1165,ymfS,P09154,b1155 JW5171
1166,yeaO,P76243,b1792 JW1781
1167,yehB,P33341,b2109 JW2096
1168,ygeW,Q46803,b2870 JW5463
1169,yddE,P37757,b1464 JW1459
1170,yibN,P0AG27,b3611 JW3586
1171,yjiR,P39389,b4340 JW4303
1172,yjcE,P32703,b4065 JW4026
1173,yjdN,P16681,phnB b4107 JW4068
1174,yhhX,P46853,b3440 JW3403
1175,ycgV,P76017,b1202 JW1193
1176,ycgY,P76012,b1196 JW1185
1177,ybgE,P0AAV0,b0735 JW0725
1178,ycaR,P0AAZ7,b0917 JW0900
1179,yceB,P0AB26,b1063 JW1050
1180,yadC,P31058,b0135 JW0131
1181,ybcK,P77698,b0544 JW0532
1182,yfcO,P76498,b2332 JW2329
1183,yhbY,P0AGK4,b3180 JW3147
1184,ygjR,P42599,b3087 JW3058
1185,yhbX,P42640,b3173 JW5534
1186,yidI,P31446,b3677 JW3653
1187,yldA,P0DPN4,b4734
1188,yfeS,P78271,b2420 JW2413
1189,yhcF,P45422,b3219 JW3188
1190,yciI,P0AB55,b1251 JW1243
1191,ymcF,P0DPC8,b4723
1192,yijO,P32677,b3954 JW3926
1193,ydiV,P76204,cdgR b1707 JW1697
1194,yfiM,P46126,b2586 JW2570
1195,ygeR,Q46798,b2865 JW2833
1196,ygaY,P76628,b2681 JW2655 b2680
1197,ygeN,Q46793,ygeM b2858 JW5459/JW5460 b2857
1198,yigZ,P27862,b3848 JW5577
1199,ydjJ,P77280,b1774 JW1763
1200,yicL,P31437,b3660 JW3634
1201,yiiS,P32162,b3922 JW3893
1202,yjjQ,P0ADD7,b4365 JW4329
1203,yjhQ,P39368,b4307 JW4269
1204,yhjC,P37641,b3521 JW3489
1205,yjfI,P0AF76,b4181 JW4139
1206,yohP,C1P609,b4679 JW5358.1
1207,yubA,Q9S4X5,yfcB ECOK12F049
1208,yojO,A5A619,b4604
1209,yuaH,Q9JMT1,ybhA ECOK12F019
1210,yubG,Q9S4W9,yffB ECOK12F055
1211,yqhH,P65298,b3014 JW2982
